Subject,Email_Content,Label
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Follow-up on your support ticket,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Meeting rescheduled to next week,Please note that the meeting originally scheduled for today has been moved to next week.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Unusual activity on your account,We've detected unusual login attempts. Click here to review your account.,1
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Reminder: Upcoming team meeting,This is a reminder for the team meeting scheduled for tomorrow. Please review the agenda.,0
Reminder: Upcoming team meeting,Please note that the meeting originally scheduled for today has been moved to next week.,0
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Important: Password Reset Required,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Claim your free gift card now!,Congratulations! You have won a $1000 gift card. Claim it by clicking here.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Verify your account immediately!,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Suspicious login detected,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Your subscription is expiring soon,Attached is the invoice for your recent purchase. Let us know if you have any questions.,0
Your subscription is expiring soon,Your subscription will expire in 3 days. Renew now to continue enjoying our services.,0
Unusual activity on your account,We noticed suspicious activity in your account. Please verify your credentials immediately.,1
Verify your account immediately!,Click the link below to secure your account and prevent unauthorized access.,1
Exclusive Offer from Your Bank,We need you to confirm your banking information. Failure to do so will result in account suspension.,1
